season,matchId,homeTeam,awayTeam,homeFT,awayFT,homeHT,awayHT,attend,Column10
9,A1A2303,Olomouc,Zlín,1, 0 ,0,0,4724,
9,A1A2304,Č.Budějovice,Liberec,3, 3 ,3,2,3248,
9,A1A2305,Teplice,Brno,1, 1 ,1,0,5015,
9,A1A2306,Synot,Ostrava,3, 1 ,2,0,3138,
9,A1A2307,Sparta,Slavia,2, 0 ,0,0,18228,
9,A1A2308,Příbram,Žižkov,1, 0 ,1,0,2810,
9,A1A2401,Jablonec,Olomouc,0, 0 ,0,0,3585,
9,A1A2402,Zlín,Bohemians,1, 0 ,0,0,3498,
9,A1A2403,Příbram,Sparta,2, 2 ,1,0,5022,
9,A1A2404,Ostrava,Liberec,0, 1 ,0,0,6897,
9,A1A2405,H. Králové,Teplice,0, 0 ,0,0,2010,
9,A1A2406,Žižkov,Č. Budějovice,1, 0 ,0,0,1632,
9,A1A2407,Slavia,Synot,3, 1 ,1,0,2219,
9,A1A2408,Blšany,Brno,0, 1 ,0,0,2683,
9,A1A2501,Bohemians,Jablonec,1, 1 ,0,0,2652,
9,A1A2502,Č.Budějovice,Blšany,0, 0 ,0,0,2192,
9,A1A2503,Sparta,H. Králové,2, 0 ,0,0,5028,
9,A1A2504,Teplice,Zlín,1, 2 ,1,1,3627,
9,A1A2505,Olomouc,Příbram,0, 0 ,0,0,3839,
9,A1A2506,Brno,Ostrava,1, 0 ,0,0,2650,
9,A1A2507,Liberec,Slavia,0, 0 ,0,0,6400,
9,A1A2508,Synot,Žižkov,1, 2 ,0,0,1718,
9,A1A2601,Olomouc,Bohemians,3, 1 ,1,0,4189,
9,A1A2602,Žižkov,Sparta,2, 0 ,2,0,3152,
9,A1A2603,Blšany,Liberec,1, 1 ,1,0,2863,
9,A1A2604,Příbram,Teplice,2, 1 ,0,0,2756,
9,A1A2605,Jablonec,Č. Budějovice,1, 0 ,0,0,3615,
9,A1A2606,Zlín,Synot,3, 0 ,2,0,5420,
9,A1A2607,H. Králové,Brno,0, 1 ,0,0,1637,
9,A1A2608,Slavia,Ostrava,7, 0 ,2,0,2362,
9,A1A2701,Sparta,Jablonec,2, 0 ,0,0,4031,
9,A1A2702,Ostrava,Blšany,3, 1 ,2,0,2203,
9,A1A2703,Synot,H. Králové,5, 0 ,2,0,1278,
9,A1A2704,Č.Budějovice,Zlín,1, 2 ,1,1,2132,
9,A1A2705,Bohemians,Příbram,0, 0 ,0,0,2422,
9,A1A2706,Teplice,Olomouc,3, 1 ,1,0,2985,
9,A1A2707,Brno,Slavia,0, 0 ,0,0,1585,
9,A1A2708,Liberec,Žižkov,0, 0 ,0,0,5180,
9,A1A2801,Bohemians,Sparta,0, 3 ,0,0,5127,
9,A1A2802,Zlín,Liberec,1, 1 ,0,0,3050,
9,A1A2803,Jablonec,Teplice,0, 0 ,0,0,2670,
9,A1A2804,Olomouc,Č. Budějovice,4, 2 ,4,1,3688,
9,A1A2805,Příbram,Synot,0, 0 ,0,0,2751,
9,A1A2806,Žižkov,Brno,1, 1 ,1,1,1839,
9,A1A2807,H. Králové,Ostrava,1, 1 ,0,1,1299,
9,A1A2808,Blšany,Slavia,1, 2 ,0,2,3185,
9,A1A2901,Ostrava,Jablonec,2, 0 ,0,0,1972,
9,A1A2902,Synot,Blšany,2, 2 ,1,1,1758,
9,A1A2903,Liberec,H. Králové,3, 1 ,3,1,4780,
9,A1A2904,Brno,Zlín,5, 0 ,3,0,1950,
9,A1A2905,Č.Budějovice,Příbram,1, 1 ,0,1,1578,
9,A1A2906,Sparta,Olomouc,1, 1 ,0,1,6234,
9,A1A2907,Teplice,Bohemians,0, 1 ,0,0,2720,
9,A1A2908,Slavia,Žižkov,3, 0 ,1,0,2324,
9,A1A3001,Zlín,Sparta,2, 1 ,0,0,3120,
9,A1A3002,Příbram,Liberec,1, 1 ,0,0,2720,
9,A1A3003,Blšany,Teplice,0, 1 ,0,0,2032,
9,A1A3004,H. Králové,Č. Budějovice,2, 1 ,1,0,724,
9,A1A3005,Bohemians,Synot,1, 2 ,0,1,495,
9,A1A3006,Jablonec,Brno,4, 1 ,2,1,1489,
9,A1A3007,Žižkov,Ostrava,1, 1 ,0,0,2148,
9,A1A3008,Olomouc,Slavia,0, 2 ,0,1,4538,
10,A1A0101,Teplice,Sparta,1, 1 ,0,1,11321,
10,A1A0102,Příbram,Jablonec,4, 1 ,1,0,3282,
10,A1A0103,Olomouc,Zlín,2, 0 ,0,0,5012,
10,A1A0104,Brno,Opava,2, 0 ,2,0,3878,
10,A1A0105,Ostrava,Č. Budějovice,3, 1 ,3,0,6707,
10,A1A0106,Synot,Plzeň,2, 2 ,0,1,256,
10,A1A0107,Liberec,Blšany,1, 0 ,0,0,4350,
10,A1A0108,Slavia,Žižkov,2, 0 ,1,0,5468,
10,A1A0201,Teplice,Příbram,1, 0 ,1,0,4822,
10,A1A0202,Blšany,Slavia,0, 2 ,0,1,2187,
10,A1A0203,Plzeň,Žižkov,0, 2 ,0,0,6028,
10,A1A0204,Ostrava,Liberec,1, 1 ,0,0,10546,
10,A1A0205,Brno,Synot,3, 1 ,2,0,3256,
10,A1A0206,Zlín,Č. Budějovice,2, 0 ,0,0,3825,
10,A1A0207,Jablonec,Olomouc,0, 2 ,0,0,1620,
10,A1A0208,Sparta,Opava,4, 0 ,1,0,11628,
10,A1A0301,Příbram,Sparta,0, 0 ,0,0,7892,
10,A1A0302,Olomouc,Teplice,1, 3 ,0,1,5248,
10,A1A0303,Opava,Jablonec,1, 1 ,1,1,3475,
10,A1A0304,Č.Budějovice,Brno,0, 2 ,0,2,1537,
10,A1A0305,Synot,Ostrava,0, 2 ,0,0,747,
10,A1A0306,Liberec,Plzeň,3, 1 ,2,1,4450,
10,A1A0307,Slavia,Zlín,2, 0 ,0,0,2993,
10,A1A0308,Žižkov,Blšany,2, 0 ,2,0,1566,
10,A1A0401,Teplice,Opava,2, 0 ,2,0,5125,
10,A1A0402,Příbram,Olomouc,1, 1 ,0,0,4281,
10,A1A0403,Plzeň,Slavia,2, 1 ,1,1,4071,
10,A1A0404,Ostrava,Blšany,5, 2 ,2,2,8451,
10,A1A0405,Brno,Žižkov,2, 1 ,1,1,9695,
10,A1A0406,Zlín,Liberec,0, 0 ,0,0,4040,
10,A1A0407,Jablonec,Synot,1, 0 ,1,0,2752,
10,A1A0408,Sparta,Č. Budějovice,3, 0 ,2,0,5443,
10,A1A0501,Olomouc,Sparta,1, 1 ,0,1,11293,
10,A1A0502,Opava,Příbram,3, 2 ,1,1,3686,
10,A1A0503,Č.Budějovice,Teplice,1, 1 ,1,0,2923,
10,A1A0504,Synot,Zlín,0, 0 ,0,0,1824,
10,A1A0505,Liberec,Brno,0, 0 ,0,0,6150,
10,A1A0506,Slavia,Jablonec,0, 0 ,0,0,3518,
10,A1A0507,Žižkov,Ostrava,1, 2 ,0,1,1680,
10,A1A0508,Blšany,Plzeň,1, 2 ,1,1,932,
10,A1A0601,Teplice,Synot,1, 1 ,0,1,4980,
10,A1A0602,Příbram,Č. Budějovice,0, 2 ,0,0,4152,
10,A1A0603,Olomouc,Opava,3, 0 ,1,0,5008,
10,A1A0604,Ostrava,Plzeň,2, 0 ,1,0,12254,
10,A1A0605,Brno,Blšany,1, 1 ,0,1,6548,
10,A1A0606,Zlín,Žižkov,3, 0 ,1,0,3805,
10,A1A0607,Jablonec,Liberec,0, 0 ,0,0,4000,
10,A1A0608,Sparta,Slavia,0, 0 ,0,0,16662,
10,A1A0701,Opava,Zlín,2, 0 ,0,0,3616,
10,A1A0702,Č.Budějovice,Olomouc,2, 1 ,2,1,1887,
10,A1A0703,Synot,Příbram,1, 0 ,0,0,926,
10,A1A0704,Liberec,Sparta,2, 0 ,1,0,5850,
10,A1A0705,Slavia,Ostrava,1, 2 ,1,1,3880,
10,A1A0706,Žižkov,Jablonec,0, 0 ,0,0,946,
10,A1A0707,Blšany,Teplice,2, 2 ,1,1,344,
10,A1A0708,Plzeň,Brno,1, 1 ,1,0,2688,
10,A1A0801,Teplice,Liberec,2, 1 ,1,1,7231,
10,A1A0802,Příbram,Slavia,1, 0 ,1,0,4282,
10,A1A0803,Olomouc,Žižkov,3, 0 ,1,0,4376,
10,A1A0804,Opava,Č. Budějovice,1, 0 ,1,0,3786,
10,A1A0805,Brno,Ostrava,0, 0 ,0,0,9945,
10,A1A0806,Zlín,Blšany,3, 1 ,1,1,3162,
10,A1A0807,Jablonec,Plzeň,1, 1 ,1,1,3058,
10,A1A0808,Sparta,Synot,3, 1 ,0,0,4764,
10,A1A0901,Č.Budějovice,Jablonec,3, 0 ,1,0,2549,
10,A1A0902,Synot,Opava,3, 1 ,1,0,623,
10,A1A0903,Liberec,Olomouc,1, 1 ,0,1,4880,
10,A1A0904,Slavia,Brno,4, 1 ,3,0,2256,
10,A1A0905,Žižkov,Teplice,0, 1 ,0,1,1824,
10,A1A0906,Blšany,Sparta,0, 4 ,0,2,455,
10,A1A0907,Plzeň,Příbram,0, 4 ,0,0,2839,
10,A1A0908,Ostrava,Zlín,3, 0 ,1,0,16023,
10,A1A1001,Teplice,Slavia,0, 1 ,0,0,6722,
10,A1A1002,Příbram,Liberec,2, 0 ,0,0,4182,
10,A1A1003,Olomouc,Blšany,3, 0 ,1,0,4146,
10,A1A1004,Opava,Žižkov,1, 1 ,1,1,3715,
10,A1A1005,Č.Budějovice,Synot,2, 2 ,1,0,3385,
10,A1A1006,Zlín,Brno,3, 2 ,1,2,4420,
10,A1A1007,Jablonec,Ostrava,1, 1 ,1,1,3240,
10,A1A1008,Sparta,Plzeň,3, 1 ,1,0,3593,
10,A1A1101,Synot,Olomouc,3, 2 ,1,0,6543,
10,A1A1102,Liberec,Č. Budějovice,2, 1 ,1,0,5258,
10,A1A1103,Slavia,Opava,4, 1 ,2,0,2124,
10,A1A1104,Žižkov,Sparta,0, 1 ,0,1,4798,
10,A1A1105,Blšany,Jablonec,3, 1 ,2,0,51,
10,A1A1106,Plzeň,Zlín,0, 0 ,0,0,2128,
10,A1A1107,Ostrava,Příbram,3, 1 ,2,1,17493,
10,A1A1108,Brno,Teplice,2, 1 ,1,0,2772,
10,A1A1201,Teplice,Ostrava,1, 1 ,1,1,3454,
10,A1A1202,Příbram,Blšany,1, 2 ,0,1,2000,
10,A1A1203,Olomouc,Slavia,2, 0 ,0,0,6659,
10,A1A1204,Opava,Plzeň,2, 0 ,0,0,2954,
10,A1A1205,Č.Budějovice,Žižkov,2, 0 ,1,0,3224,
10,A1A1206,Synot,Liberec,2, 1 ,2,1,4858,
10,A1A1207,Jablonec,Zlín,2, 1 ,1,1,2505,
10,A1A1208,Sparta,Brno,1, 0 ,0,0,4432,
10,A1A1301,Liberec,Opava,3, 1 ,0,1,4880,
10,A1A1302,Slavia,Synot,2, 0 ,1,0,1501,
10,A1A1303,Žižkov,Příbram,1, 0 ,0,0,1348,
10,A1A1304,Blšany,Č. Budějovice,2, 2 ,2,2,104,
10,A1A1305,Plzeň,Teplice,2, 0 ,1,0,3036,
10,A1A1306,Ostrava,Olomouc,2, 1 ,1,1,17887,
10,A1A1307,Brno,Jablonec,1, 1 ,0,1,4026,
10,A1A1308,Zlín,Sparta,1, 0 ,1,0,4800,
10,A1A1401,Teplice,Jablonec,1, 1 ,0,1,3836,
10,A1A1402,Příbram,Zlín,2, 4 ,0,2,2437,
10,A1A1403,Olomouc,Brno,3, 1 ,3,0,7037,
10,A1A1404,Opava,Blšany,2, 1 ,1,1,3458,
10,A1A1405,Č.Budějovice,Plzeň,1, 0 ,0,0,3337,
10,A1A1406,Synot,Žižkov,4, 0 ,1,0,8121,
10,A1A1407,Liberec,Slavia,0, 1 ,0,1,5680,
10,A1A1408,Sparta,Ostrava,1, 1 ,0,1,20032,
10,A1A1501,Slavia,Č. Budějovice,0, 1 ,0,0,2279,
10,A1A1502,Žižkov,Liberec,0, 1 ,0,1,1627,
10,A1A1503,Blšany,Synot,1, 3 ,0,2,177,
10,A1A1504,Plzeň,Olomouc,1, 3 ,0,1,5156,
10,A1A1505,Ostrava,Opava,4, 0 ,1,0,18020,
10,A1A1506,Brno,Příbram,1, 1 ,1,0,2840,
10,A1A1507,Zlín,Teplice,1, 0 ,1,0,4315,
10,A1A1508,Jablonec,Sparta,4, 2 ,1,1,3850,
10,A1A1601,Sparta,Teplice,3, 0 ,1,0,6227,
10,A1A1602,Jablonec,Příbram,0, 2 ,0,1,2950,
10,A1A1603,Zlín,Olomouc,1, 0 ,0,0,3558,
10,A1A1604,Opava,Brno,4, 0 ,2,0,4001,
10,A1A1605,Č.Budějovice,Ostrava,1, 1 ,0,0,6128,
10,A1A1606,Plzeň,Synot,0, 1 ,0,0,5213,
10,A1A1607,Blšany,Liberec,0, 2 ,0,1,204,
10,A1A1608,Žižkov,Slavia,0, 0 ,0,0,4011,
10,A1A1701,Příbram,Teplice,1, 0 ,0,0,4852,
10,A1A1702,Slavia,Blšany,2, 0 ,2,0,3371,
10,A1A1703,Žižkov,Plzeň,0, 0 ,0,0,3089,
10,A1A1704,Liberec,Ostrava,0, 2 ,0,0,7380,
10,A1A1705,Synot,Brno,0, 0 ,0,0,4900,
10,A1A1706,Č.Budějovice,Zlín,3, 0 ,2,0,3150,
10,A1A1707,Olomouc,Jablonec,0, 0 ,0,0,3811,
10,A1A1708,Opava,Sparta,3, 4 ,1,1,6802,
10,A1A1801,Sparta,Příbram,0, 0 ,0,0,8513,
10,A1A1802,Teplice,Olomouc,0, 0 ,0,0,3256,
10,A1A1803,Jablonec,Opava,2, 0 ,1,0,2850,
10,A1A1804,Brno,Č. Budějovice,0, 1 ,0,0,3256,
10,A1A1805,Ostrava,Synot,6, 2 ,2,1,18020,
10,A1A1806,Plzeň,Liberec,0, 0 ,0,0,4446,
10,A1A1807,Zlín,Slavia,1, 2 ,0,1,2653,
10,A1A1808,Blšany,Žižkov,1, 0 ,1,0,2300,
10,A1A1901,Opava,Teplice,0, 0 ,0,0,3547,
10,A1A1902,Olomouc,Příbram,1, 0 ,1,0,4013,
10,A1A1903,Slavia,Plzeň,3, 0 ,1,0,3638,
10,A1A1904,Blšany,Ostrava,2, 1 ,1,0,2300,
10,A1A1905,Žižkov,Brno,2, 0 ,2,0,2123,
10,A1A1906,Liberec,Zlín,3, 0 ,3,0,3880,
10,A1A1907,Synot,Jablonec,1, 0 ,0,0,3870,
10,A1A1908,Č.Budějovice,Sparta,2, 2 ,0,1,4745,
10,A1A2001,Sparta,Olomouc,0, 0 ,0,0,4011,
10,A1A2002,Příbram,Opava,2, 2 ,1,0,4085,
10,A1A2003,Teplice,Č. Budějovice,2, 0 ,0,0,3148,
10,A1A2004,Zlín,Synot,2, 0 ,2,0,2554,
10,A1A2005,Brno,Liberec,2, 0 ,1,0,2816,
10,A1A2006,Jablonec,Slavia,0, 0 ,0,0,4000,
10,A1A2007,Ostrava,Žižkov,0, 0 ,0,0,17159,
10,A1A2008,Plzeň,Blšany,2, 1 ,1,1,1552,
10,A1A2101,Synot,Teplice,2, 0 ,1,0,4646,
10,A1A2102,Č.Budějovice,Příbram,0, 0 ,0,0,3100,
10,A1A2103,Opava,Olomouc,1, 2 ,0,0,5321,
10,A1A2104,Plzeň,Ostrava,1, 2 ,0,1,7425,
10,A1A2105,Blšany,Brno,2, 1 ,1,1,2300,
10,A1A2106,Žižkov,Zlín,3, 0 ,1,0,2412,
10,A1A2107,Liberec,Jablonec,0, 0 ,0,0,6480,
10,A1A2108,Slavia,Sparta,0, 2 ,0,1,16156,
10,A1A2201,Zlín,Opava,0, 0 ,0,0,3055,
10,A1A2202,Olomouc,Č. Budějovice,1, 0 ,1,0,5120,
10,A1A2203,Příbram,Synot,1, 0 ,0,0,4181,
10,A1A2204,Sparta,Liberec,0, 0 ,0,0,6824,
10,A1A2205,Ostrava,Slavia,0, 2 ,0,1,17679,
10,A1A2206,Jablonec,Žižkov,1, 1 ,1,0,3480,
10,A1A2207,Teplice,Blšany,2, 2 ,2,0,4128,
10,A1A2208,Brno,Plzeň,4, 0 ,3,0,3156,
10,A1A2301,Liberec,Teplice,1, 1 ,0,1,5188,
10,A1A2302,Slavia,Příbram,3, 0 ,1,0,3298,
10,A1A2303,Žižkov,Olomouc,0, 1 ,0,1,2189,
10,A1A2304,Č.Budějovice,Opava,4, 1 ,3,1,2820,
10,A1A2305,Ostrava,Brno,5, 1 ,3,1,17686,
10,A1A2306,Blšany,Zlín,1, 0 ,1,0,2100,
10,A1A2307,Plzeň,Jablonec,1, 1 ,0,0,2095,
10,A1A2308,Synot,Sparta,2, 0 ,1,0,7777,
10,A1A2401,Jablonec,Č. Budějovice,3, 2 ,1,1,3205,
10,A1A2402,Opava,Synot,1, 0 ,0,0,4196,
10,A1A2403,Olomouc,Liberec,2, 0 ,2,0,6687,
10,A1A2404,Brno,Slavia,2, 2 ,1,0,4570,
10,A1A2405,Teplice,Žižkov,1, 1 ,1,0,3742,
10,A1A2406,Sparta,Blšany,1, 0 ,0,0,8056,
10,A1A2407,Příbram,Plzeň,2, 1 ,2,0,3482,
10,A1A2408,Zlín,Ostrava,1, 1 ,0,0,4850,
10,A1A2501,Slavia,Teplice,2, 2 ,2,0,4581,
10,A1A2502,Liberec,Příbram,4, 1 ,1,0,5180,
10,A1A2503,Blšany,Olomouc,2, 2 ,1,1,2300,
10,A1A2504,Žižkov,Opava,0, 0 ,0,0,2508,
10,A1A2505,Synot,Č. Budějovice,3, 0 ,1,0,4895,
10,A1A2506,Brno,Zlín,1, 2 ,0,1,3160,
10,A1A2507,Ostrava,Jablonec,0, 0 ,0,0,17478,
10,A1A2508,Plzeň,Sparta,1, 2 ,0,1,5655,
10,A1A2601,Olomouc,Synot,1, 0 ,0,0,7247,
10,A1A2602,Č.Budějovice,Liberec,2, 1 ,1,0,3500,
10,A1A2603,Opava,Slavia,0, 0 ,0,0,4396,
10,A1A2604,Sparta,Žižkov,3, 1 ,1,0,6310,
10,A1A2605,Jablonec,Blšany,2, 1 ,0,1,3040,
10,A1A2606,Zlín,Plzeň,3, 1 ,0,0,2731,
10,A1A2607,Příbram,Ostrava,0, 3 ,0,1,8732,
10,A1A2608,Teplice,Brno,2, 1 ,1,0,3085,
10,A1A2701,Ostrava,Teplice,1, 0 ,0,0,17511,
10,A1A2702,Blšany,Příbram,1, 0 ,0,0,2186,
10,A1A2703,Slavia,Olomouc,3, 1 ,2,0,2623,
10,A1A2704,Plzeň,Opava,0, 1 ,0,0,1213,
10,A1A2705,Žižkov,Č. Budějovice,1, 0 ,1,0,1824,
10,A1A2706,Liberec,Synot,3, 3 ,0,1,4880,
10,A1A2707,Zlín,Jablonec,2, 0 ,0,0,2705,
10,A1A2708,Brno,Sparta,0, 0 ,0,0,7050,
10,A1A2801,Opava,Liberec,1, 3 ,0,2,4259,
10,A1A2802,Synot,Slavia,4, 2 ,1,1,5810,
10,A1A2803,Příbram,Žižkov,1, 1 ,1,1,3128,
10,A1A2804,Č.Budějovice,Blšany,1, 1 ,1,0,2589,
10,A1A2805,Teplice,Plzeň,2, 1 ,1,0,2458,
10,A1A2806,Olomouc,Ostrava,0, 1 ,0,1,11667,
10,A1A2807,Jablonec,Brno,1, 0 ,1,0,2120,
10,A1A2808,Sparta,Zlín,3, 1 ,2,1,4275,
10,A1A2901,Jablonec,Teplice,2, 0 ,1,0,1130,
10,A1A2902,Zlín,Příbram,0, 2 ,0,0,2051,
10,A1A2903,Brno,Olomouc,1, 2 ,1,0,4560,
10,A1A2904,Blšany,Opava,4, 3 ,3,1,1680,
10,A1A2905,Plzeň,Č. Budějovice,2, 4 ,1,1,786,
10,A1A2906,Žižkov,Synot,0, 1 ,0,0,1016,
10,A1A2907,Slavia,Liberec,1, 2 ,0,2,2167,
10,A1A2908,Ostrava,Sparta,1, 2 ,0,1,17720,
10,A1A3001,Č.Budějovice,Slavia,0, 1 ,0,1,3970,
10,A1A3002,Liberec,Žižkov,3, 0 ,2,0,4580,
10,A1A3003,Synot,Blšany,1, 0 ,0,0,4707,
10,A1A3004,Olomouc,Plzeň,1, 0 ,1,0,4428,
10,A1A3005,Opava,Ostrava,2, 4 ,1,3,7800,
10,A1A3006,Příbram,Brno,2, 1 ,0,1,1876,
10,A1A3007,Teplice,Zlín,3, 0 ,1,0,1933,
10,A1A3008,Sparta,Jablonec,2, 1 ,1,0,4821,
11,A1A0101,Příbram,Opava,2, 1 ,2,1,5562,
11,A1A0102,Liberec,Blšany,3, 0 ,0,0,4660,
11,A1A0103,Zlín,Slavia,1, 0 ,0,0,3948,
11,A1A0104,Olomouc,Č. Budějovice,2, 1 ,1,1,5772,
11,A1A0105,Ostrava,Teplice,1, 2 ,1,0,8108,
11,A1A0106,Sparta,Slovácko,1, 1 ,0,0,4558,
11,A1A0107,Mladá Boleslav,Jablonec,1, 0 ,1,0,4863,
11,A1A0108,Brno,Drnovice,1, 0 ,1,0,5312,
11,A1A0201,Jablonec,Ostrava,1, 1 ,1,0,2240,
11,A1A0202,Drnovice,Sparta,2, 3 ,2,0,4528,
11,A1A0203,Slovácko,Olomouc,1, 0 ,1,0,7547,
11,A1A0204,Teplice,Zlín,2, 1 ,1,0,4133,
11,A1A0205,Opava,Mladá Boleslav,2, 1 ,0,0, ,
11,A1A0206,Slavia,Liberec,1, 0 ,1,0,2380,
11,A1A0207,Č.Budějovice,Příbram,0, 0 ,0,0,3203,
11,A1A0208,Blšany,Brno,0, 1 ,0,1,2517,
11,A1A0301,Jablonec,Drnovice,1, 0 ,0,0,2220,
11,A1A0302,Liberec,Příbram,2, 0 ,1,0,4150,
11,A1A0303,Zlín,Blšany,0, 0 ,0,0,2951,
11,A1A0304,Olomouc,Slavia,2, 1 ,0,1,4879,
11,A1A0305,Ostrava,Č. Budějovice,2, 0 ,1,0,9032,
11,A1A0306,Sparta,Opava,5, 1 ,2,1,3393,
11,A1A0307,Mladá Boleslav,Teplice,0, 0 ,0,0,5097,
11,A1A0308,Brno,Slovácko,1, 0 ,0,0,3276,
11,A1A0401,Slovácko,Jablonec,1, 0 ,1,0,4252,
11,A1A0402,Teplice,Drnovice,2, 1 ,0,0,5037,
11,A1A0403,Opava,Ostrava,1, 1 ,0,1,5939,
11,A1A0404,Slavia,Brno,3, 0 ,2,0,3021,
11,A1A0405,Č.Budějovice,Mladá Boleslav,3, 0 ,0,0,2975,
11,A1A0406,Blšany,Sparta,1, 3 ,1,0,3600,
11,A1A0407,Příbram,Zlín,0, 0 ,0,0,4120,
11,A1A0408,Liberec,Olomouc,3, 0 ,2,0,3688,
11,A1A0501,Jablonec,Teplice,1, 1 ,1,0,3080,
11,A1A0502,Drnovice,Slovácko,1, 0 ,0,0,3982,
11,A1A0503,Zlín,Liberec,1, 0 ,0,0,2153,
11,A1A0504,Olomouc,Příbram,3, 0 ,0,0,4445,
11,A1A0505,Ostrava,Blšany,1, 0 ,0,0,8134,
11,A1A0506,Sparta,Č. Budějovice,2, 0 ,0,0,5852,
11,A1A0507,Mladá Boleslav,Slavia,1, 1 ,1,0,5133,
11,A1A0508,Brno,Opava,2, 1 ,1,1,2548,
11,A1A0601,Teplice,Slovácko,1, 1 ,0,0,3185,
11,A1A0602,Opava,Jablonec,4, 1 ,1,1,3249,
11,A1A0603,Slavia,Drnovice,2, 1 ,2,0,2622,
11,A1A0604,Č.Budějovice,Brno,1, 1 ,1,0,2921,
11,A1A0605,Blšany,Mladá Boleslav,2, 0 ,1,0,2023,
11,A1A0606,Příbram,Ostrava,1, 2 ,0,0,3822,
11,A1A0607,Liberec,Sparta,0, 1 ,0,0,6880,
11,A1A0608,Zlín,Olomouc,0, 2 ,0,2,3583,
11,A1A0701,Jablonec,Slavia,1, 1 ,1,1,2030,
11,A1A0702,Drnovice,Č. Budějovice,2, 0 ,1,0,2586,
11,A1A0703,Slovácko,Opava,1, 0 ,1,0,4413,
11,A1A0704,Olomouc,Blšany,1, 0 ,1,0,4621,
11,A1A0705,Ostrava,Zlín,3, 1 ,0,1,8861,
11,A1A0706,Sparta,Příbram,4, 2 ,2,0,3877,
11,A1A0707,Mladá Boleslav,Liberec,0, 1 ,0,0,5143,
11,A1A0708,Brno,Teplice,1, 3 ,0,0,3155,
11,A1A0801,Opava,Teplice,0, 0 ,0,0,4644,
11,A1A0802,Slavia,Slovácko,0, 0 ,0,0,2817,
11,A1A0803,Č.Budějovice,Jablonec,0, 1 ,0,1,2938,
11,A1A0804,Blšany,Drnovice,1, 1 ,1,0,923,
11,A1A0805,Příbram,Mladá Boleslav,2, 1 ,1,1,3962,
11,A1A0806,Liberec,Brno,1, 0 ,1,0,4580,
11,A1A0807,Zlín,Sparta,1, 1 ,0,0,2654,
11,A1A0808,Olomouc,Ostrava,2, 2 ,1,2,6633,
11,A1A0901,Jablonec,Příbram,3, 1 ,2,0,2380,
11,A1A0902,Drnovice,Opava,1, 1 ,1,1,2879,
11,A1A0903,Slovácko,Č. Budějovice,0, 0 ,0,0,3632,
11,A1A0904,Teplice,Blšany,0, 0 ,0,0,3483,
11,A1A0905,Ostrava,Liberec,0, 4 ,0,1,8542,
11,A1A0906,Sparta,Slavia,2, 0 ,0,0,15012,
11,A1A0907,Mladá Boleslav,Olomouc,1, 2 ,0,0,4281,
11,A1A0908,Brno,Zlín,1, 1 ,0,0,919,
11,A1A1001,Slavia,Opava,1, 0 ,1,0,2228,
11,A1A1002,Č.Budějovice,Teplice,0, 1 ,0,1,3075,
11,A1A1003,Blšany,Slovácko,2, 0 ,1,0,312,
11,A1A1004,Příbram,Drnovice,1, 2 ,1,0,3622,
11,A1A1005,Liberec,Jablonec,1, 1 ,1,0,4880,
11,A1A1006,Zlín,Mladá Boleslav,2, 2 ,1,1,2315,
11,A1A1007,Olomouc,Brno,2, 1 ,1,1,5023,
11,A1A1008,Ostrava,Sparta,0, 2 ,0,1,15419,
11,A1A1101,Jablonec,Blšany,3, 0 ,1,0,3120,
11,A1A1102,Drnovice,Liberec,1, 1 ,1,0,2102,
11,A1A1103,Slovácko,Zlín,3, 1 ,2,0,5150,
11,A1A1104,Teplice,Slavia,1, 0 ,1,0,4739,
11,A1A1105,Opava,Č. Budějovice,2, 2 ,0,0,3603,
11,A1A1106,Sparta,Olomouc,2, 0 ,1,0,7204,
11,A1A1107,Mladá Boleslav,Ostrava,1, 1 ,0,0,4955,
11,A1A1108,Brno,Příbram,1, 2 ,0,1,2750,
11,A1A1201,Č.Budějovice,Slavia,1, 2 ,0,0,2845,
11,A1A1202,Blšany,Opava,1, 0 ,0,0,312,
11,A1A1203,Příbram,Teplice,0, 2 ,0,1,3129,
11,A1A1204,Liberec,Slovácko,1, 1 ,1,1,4157,
11,A1A1205,Zlín,Drnovice,3, 1 ,2,0,2841,
11,A1A1206,Olomouc,Jablonec,0, 1 ,0,0,4486,
11,A1A1207,Ostrava,Brno,1, 1 ,0,0,7911,
11,A1A1208,Sparta,Mladá Boleslav,0, 1 ,0,0,2258,
11,A1A1301,Jablonec,Zlín,1, 0 ,0,0,3390,
11,A1A1302,Drnovice,Mladá Boleslav,2, 0 ,0,0,2657,
11,A1A1303,Slovácko,Ostrava,3, 1 ,2,0,7250,
11,A1A1304,Teplice,Olomouc,1, 0 ,1,0,6345,
11,A1A1305,Opava,Liberec,1, 1 ,1,1,2781,
11,A1A1306,Slavia,Příbram,5, 1 ,3,1,1982,
11,A1A1307,Č.Budějovice,Blšany,3, 0 ,1,0,2255,
11,A1A1308,Brno,Sparta,0, 1 ,0,0,3572,
11,A1A1401,Blšany,Slavia,0, 3 ,0,1,972,
11,A1A1402,Příbram,Slovácko,0, 0 ,0,0,2682,
11,A1A1403,Liberec,Teplice,4, 0 ,0,0,3551,
11,A1A1404,Zlín,Č. Budějovice,2, 2 ,0,1,1907,
11,A1A1405,Olomouc,Opava,0, 1 ,0,1,3597,
